Text,Sentiment,ProdID
ssmusoke AirtelUg See an issue that they promised to resolve on Monday Now suddenly theyre mute  ,Negative,30
Sebo oba nyabo mtnug I bought this data because I wanna use internet not just to watch it deplete without me using it Whats up with your internet  ,Negative,2
LoneChildMJB africellUG Using such a corrupt Network  nd thea Data limit wil be available till Sunday midnight  such midnight theft  cry   ,Negative,59
AirtelUg how i wish you knew how bad  your network is  ngwoman  maybe then you would work on it  ,Negative,69
AirtelUg Why arent your mbs working Or its just stupid G Network  ,Negative,92
mtnug pakapaka bundles are off Money chopped shall our data be loaded  ,Negative,27
mtnug whats wrong with your internet tonight  ,Negative,40
AirtelUg The way airtel consumes data as if they give it you for free  ,Negative,88
AirtelUg  agents but me also havent seen my data  ,Negative,83
AirtelUg lately your internet is so annoying  pout   ,Negative,79
africellUG No voice no network  Whole thing shows Emergence  ,Negative,86
AirtelUg I need to use my sim card please how many times do you want me to verify  ,Negative,5
mtnug data is starting to become painful to use  angry   ,Negative,25
AirtelUg please kindly let me know  why my number is getting disconnected when I dont visit your out let yet my number is fully registered Thanks  ,Negative,59
When the bank says it has no network what do they exactly mean I can testify that I have never lost network with my AirtelUg or mtnug lines  ,Positive,76
Dear mtnug UCCOfficial how many times do I have to verify my number If u could not do your work earlier lets meet in court  ,Negative,40
AirtelUg I buy gb of data for three daysI dont use YouTube but data cant spend even a day  ,Negative,98
Its now  days since I complained under Reference ID I keep getting tossed here and there with no fruitful outcomeCan mtnug mtnugcare Please work on my Issue  ,Negative,11
AirtelUg Good Internet I like that  ,Negative,18
AirtelUg I have had verification of my lines at Mityana I heartily appreciate the customer care Keep it up  ,Positive,91
On a serious note mtnug stop this nonsense of depleting data aimlessly UCCOfficial please look in to this for consumer protection  Thank you  ,Negative,89
mtnug We are completely off no network in Nabisunsa please let us know whats happening  ,Negative,74
So SafaricomPLC Kenya and mtnug have decided to disconnect my roaming services across their networks since Good Friday Its a pity  ,Negative,35
Still on that AirtelUg  data bundle till late  okhand  hugs   ,Positive,100
AirtelUg Ur internet speed today is too shyt  ,Negative,87
dfcugroup AirtelUg Thank you  ,Positive,20
AirtelUg do you want me to buy you lollipop or sweetpepis why dont you respond to my DM  ,Negative,36
How I wish AirtelUg G INTERNET would reach  district Ojone HOW I WISH  cry  persevere  sob   ,Negative,49
AirtelUg I woke up to make call then got this  Dear customer please note that your not able to complete this call They didnt even tell me Y or WAT to do next My Phone no was reverified but cant make calls browse or access any Airtel menu    ,Negative,83
africellUG No charge please king of internet  but the problem some agents in masindi fear to make transactions  on data and airtime  ,Negative,100
AirtelUg is just inconveniencing people  ,Negative,48
The AirtelUg  G coverage lie  ,Negative,25
africellUG The best network ever  ,Positive,72
atuhighray And some are detoothing multi national company such as mtnug  ,Negative,72
jfluyinda mtnug It took  minutes for these guys to chew my  gb and then its going to take them  hours to figure out what just happened to my data says mtn what kind of BS is this   ,Negative,61
Bt u MTN Uganda guys muyina kyemunonyako mtnug just bought ma minutes to make some important call nw everything shows other error  ,Negative,82
AirtelUg Sorry to say this  your AirtelUg G  here in Gulu  is weaker and slower than a normal G But why rolleyes   ,Negative,74
mtnug SIM card registration failed  ,Negative,81
mtnug i sent money using a MM agent it was received but later disappeared it doesnt even reflect on the mini statement how can I be helped  Regards  ,Negative,63
AirtelUg every time I attempt to subscribe to your data I get disappointed  ,Negative,52
AirtelUg freaky Friday data has spoilt me I dont even download music videos I just stream them in full HD My weekends are always lit fire   ,Positive,42
Am trying to activate a Gaga bundle for my MTN number but its not successful Why mtnug  ,Negative,98
This mtnug network is sooooo annoying you waste yo lunch to buy data but still the whole day you get on twitter and hardly view photos as if using Twitter zero Sooooooo annoying  ,Negative,17
if mtnug ever tells you that theyre going to help DONT believe it people coz they dont theyve been cheating my data for a few months now amp then they offer to help with a solution I already told them I have done They also claim my data usage is normal rolleyes thanks for nothing   ,Negative,25
TimothyWairama AirtelUg Olaba i be at airtel service center and the network cant load evn an image of kb  I doubt these guys use airtel internet  ,Negative,56
AirtelUg whats wrong with your G internet totally off since yesterday  ,Negative,85
mtnug mtnugcare why is the internet so slow angry   ,Negative,67
mtnug wasap with the internet its failing me at work  ,Negative,46
africellUG am so disappointed by your customer service God this is bad I have names but Im not gonna mention them now  Please have some one contact me asap  ,Negative,86
Two weeks later two visits to the service centres The incompetent pencil pushers at africellUG still cannot activate a simple NUMBER  cc UCCOfficial  ,Negative,88
mtnug How do u double bundles when ur not giving us the current ones even after deducting our money I doubt that  ,Negative,18
africellUG can you please get serious with the dont be cheated data bundle Because it has disappeared for some reason Thank you  ,Negative,29
AirtelUg  you people are just Matako Butakochewing my data like its your ownKumanyonko zenu  ,Negative,4
AirtelUg nickopiyo Do a bit of customer service survey  There is a problem that u need address  System not stable early morning and late evening is fine  g keeps disappearing  ,Negative,90
AirtelUg just announced that theyve achieved nationwide G connectivity Airtel customers will now access  across the  corners of UG Besides the great news you just have to love the TV Ad they have launched with it For this Airtel makes todays  ,Positive,27
Please mtnug I need my mbs just bought them with transaction IDs  and  pleaseeeeeeat  with mtn yange  ,Negative,34
AirtelUg your G speeds sucks  ,Negative,72
JoChebet AirtelUg I know she is rude but Christianity teaches us to pardon others times a day Imagine she is a mom her kids dont deserve this No one is perfect the exposure is too rude and extreme sis You even started by insulting her meaning your rude too  rolleyes   ,Negative,54
mtnug Just bought a data bundle Cant even log into Gmail mtnug your intermittences are costing me  disappointed   ,Negative,47
Dear AirtelUg yo services aint available in G town and vicinity All I am receiving is emergency What befell the hyped G  Cc UCCOfficial  ,Negative,79
Ugaman AirtelUg  GB cant even last for  hours yet its meant to last  hrs  ,Negative,56
mtnug I have been trying to load pakaka mins on my line this morning using MM but everything has refused yet they bring the approval message after putting my PIN Whats wrong    ,Negative,9
mtnug the internet speeds are really slow these last  days      ,Negative,61
mtnug hi mtn ug my line is neither opening its inbox nor checking balance  Takiyu kyabalongo Thank u  abroad  ,Negative,29
As slow as AirtelUg s G internet  ,Negative,93
AirtelUg  Am i the only one who notices the way Airtel data runs within no seconds  I dont know what happened to Airtels data but you guyz need to improve your services  ,Negative,51
AirtelUg i bought my freaky friday ush Just to experience the slowest network that hardly loads even google Yiu guys need to work on your network or it looks like you are robbing from us cause if my data gets to expiry and i have not ised it thats no value for my money  ,Negative,68
mtnug do you come like thieves in the night to steal our Mbz I had over mbz before I slept and woke up to zero heavyexclamationmark thinking   ,Negative,80
AirtelUg yes you promised g speed internet but I think am getting the g speed  ,Negative,93
mtnug i hav failed to use my momo card at times t says transaction failed and also says the transaction m trying to complete is used by a card registered from DRC Help me  ,Negative,89
mtnug please stop with these harrashment i have never signed up to anything called jumia but you continued to send these useless texts  ,Negative,81
IamPamellah mtnug It messed up these days  stuckouttonguewinkingeye   ,Negative,87
AirtelUg You guys have proved to the worst of late  ,Negative,43
africellUG y did I bother getting your simcard so bad  thinking  first of all your  bundles with ott dont work on Telegram U dont have data that last fr three days mahn stuckouttongueclosedeyes   ,Negative,37
mtnug What an innovation of by MTN Uganda hope other mobile telecommunication companies will pick lessons from here Another magnificent achievement in the telecom company  ,Positive,12
whats wrong with AirtelUg internet today just too slow  ,Negative,38
AirtelUg I doubt if there is G that side yet my grand Fort Portal is crying  ,Negative,6
AirtelUg But airtel u are so disappointing U took my mobile money for freaky Friday from and didnt offer the service Calling ur customer care all I got was gibberish of wait for mins hr then hrs then hrstil now I have neither got my money back nor the service  ,Negative,91
africellUG your internet today is shitty Wassup  ,Negative,58
MrBusinge AirtelUg Airtime has to quadruple considering the number of dropped calls on their network  ,Negative,81
Hey AirtelUg really struggling with your connection I have tried with two devices in the picture below but I really cant get anything more than Mbps  ,Negative,54
afrikayz mtnug Am traveling Thought it was just poor connection in some parts of the country  ,Negative,40
QuteJR Same here mtnug is trash  ,Negative,63
Thank you AirtelUg for your tremendous support  ,Positive,98
mtnug Thank you Fortunately I hadnt approved  ,Positive,83
mtnug I was receiving mbs at only shs on MTN Yange but now it has abnormally increased by  to shs  should we run to Africel with my team until you people  organize your system thinking   ,Positive,29
iamApipawe AirtelUg Btw I meant like nothing is workingcant even whatsappimagine Im using mtn data for this  ,Negative,45
AirtelUg Hahaha  Your network still breaks even within the capital  joy   ,Negative,34
AirtelUg Cant dare Your network sucks even if one is under an airtel mast  ,Negative,22
Am living the G experience on mtnug  ,Negative,91
This africellUG  data really went to high school hugs   ,Positive,1
AirtelUg welcome and i appreciate your service delivered  ,Positive,55
But AirtelUg your  GB runs out so fast Aisheee  ,Negative,45
AirtelUg  What was the point of validating my simcard details if you were still going to block the line  AnywayIts been a pleasureeven your g sucks  ,Negative,56
AirtelUg what type of theft are you practicing now  I renewed my data package an hour before I went to bed and Im now waking up to youve used  of your day GB guys my spirit doesnt browse  rolleyes   ,Negative,19
Theres an airtel dragon swallowing our GB days in just opening FB twice  AirtelUg   ,Negative,54
mtnug It is not working  ,Negative,26
AirtelUg I need to upgrade to G and everytime I walk into one of your shop the response is we have no network Mutelezemu ba chali bange Otherwise nice time  ,Negative,6
AirtelUg So I wanted to know are these loans supposed to help us or just exploit us bse even the interest rate is high even if I wanted to pay up in less periods  ,Negative,98
Irenentale africellUG The way Africell bundles run hmm  ,Negative,61
AirtelUg CeciliaN Sisobola bonabona na airtel your network is terrible in bulenga n small mbs  Twada ku every where you go  ,Negative,83
Dear africellUG  My MiFi keeps indicating searching and I am unable to access the WiFi what could be the problem  ,Negative,54
OgwalOjom Ayaaaaa mtnug should see this but their is mtn net work in karamoja joy   ,Positive,47
AirtelUg I have  But it tells me transaction failed  ,Negative,77
mtnug how long has it been since  hasnt been working in the MyMTN app  ,Negative,24
AirtelUg Having over  social media platform customer care handles and additional support emails and helplinesphone numbers But all direct you to visit a service center Its better to have none They are not google maps that we contact them looking for coordinates  ,Negative,26
africellUG man you guys finding your credit is a treasure hunt Can you load for me and I send MTN mobile money  ,Negative,27
PyeparFaisal AirtelUg Im sorry but its slow  ,Negative,37
Good evening DStvUganda  why am unable to pay my compact plus package using mtnug mobile money  ,Negative,52
AirtelUg why was my line disconnected yet I registered it  ,Negative,47
stackss mtnug Experiencing the same problem too cry   ,Negative,88
africellUG Please africellUG the data of today is what I call Total Error maybe is dangerous than Corruption in this country  Eeeeh GB One Day at  Reduce This For sure think about it  ,Negative,6
PaulAtwine anti mtnug  network clear  ,Positive,47
mtnugcare mtnug why am I unable to load data via mobile  ,Negative,81
Mtn your customercare has gone down mtnug  forest mall  ,Negative,95
So mtnug is in my dmz asking for my phone numberwhatnotam in the heart of Kampalamy phone has high specs and yes I have Data  Why dont u just fix the damn InternetWe pay handsomely for this servicesno  ,Negative,73
AirtelUg internet is not my friend  ,Negative,35
AirtelUg Naye airtel sincerely I was excited to see this but now I am surprised coz I expected like gb but am only seeing gb moreover with no minutes  ,Negative,71
Looks like AirtelUg has decided to did it and lose network connectivity  ,Negative,35
muthitwa AirtelUg The problem is not the G that seems to work even in the village The problem is  losing a connection at the same time each Sunday and with no clear explanation why it happens frequently amp predictably The support people too are clueless since they do not read the background  ,Positive,90
mtnug I have registered and confirmed my details twice now This is rather inconvenient and I wont be going to a service center for this This isnt realistic in any sense BE BETTER  ,Negative,11
AirtelUg Even with the periodically updating App my has gradually lost almost  of its menu functionalities why The dial pad prompts are so long and yet this is the response the inactive menus keep sending me back to Is it a general issue  ,Negative,29
Dear mtnug sending me random MomoNyabo messages every one minute is not necessary  ,Negative,55
mtnug twitter team is faster and quite helpful to us clients than the customer care service centres am very impressed thanks  ,Positive,61
mtnug do you have some upgrades yr working upon or Cse my network isnt sexy at all  ,Negative,88
MethiaLydiaN africellUG Thank you  pray   ,Positive,100
AirtelUg Lets try to be realistic here your internet can not watch anything live stop convincing people to pay DStv using airtel you cant even send massages on Facebook  ,Negative,8
Am I the only one whose AirtelUg internet is just flying off these days  flushed   ,Negative,93
AirtelUg This is a lie I bought GB and it did not even finish a day So please use better words its not streaming live Tell people to download and watch later  ,Negative,24
But surely mtnug why the robbery I have experienced it for a while but was not sure until yesterday whrn I loaded paka bundles aboit hrs and i tried to check a few things but the network was terrible I have up and slept  ,Negative,26
TheLoveDre mtnug Banange I also hate such messages they are so nagging  ,Negative,63
Dont forget to fall in love with the internet and you can access it using the best service provide around mtnug  ,Positive,36
AirtelUg Jst make ur data bundles mo affordable Can evn believe I hvnt received my  bonus after subscribing for the mbs via MM  ,Negative,50
mtnug app is the most useless thing on phone right now Time to delete  ,Negative,1
AirtelUg None of my updates is auto configured  How about the G buffering  How could I possibly go about that  ,Negative,59
mtnug AirtelUg and its freaky Friday is the realest deal Havent used gaga in months  ,Positive,75
KagutaMuseveni AirtelUg MTN is by far the best  ,Positive,67
AirtelUg This issue has resurfaced  my router does not work yet my phone and other numbers on the same network do not I also tried downgrading the connection to G from Auto with no avail  ,Negative,23
mtnug sap with uo network  ,Negative,84
AirtelUg UCCOfficial I dont Understand I had my phones verified Why go ahead to disconnect me  and ask me to come and verify the same numbers again  ,Negative,87
africellUG It would be better but Africel Network in Sheema is poor for the internet  ,Negative,69
AirtelUg Hi Is there an issue with yr UMEME Payment platform Its been mins but no message for units is coming thru  ,Negative,22
Gone in  seconds is the exact depiction of AirtelUg data Mehn  ,Negative,75
AirtelUg has the weirdest customer care number options How do I get to talk to an agent The various options dont have that as an option  ,Negative,17
AirtelUg I have bought GB of data and seems not loaded onto my line  Transaction id Appreciate your prompt help  ,Negative,68
AirtelUg Ran different speed tests averaging Mbps sometimes at kbps and tested on different browsers I am not DMing nothing Your internet is shit  putlitterinitsplace   ,Negative,31
mtnug Its faster and fastest when i load less than mb but GB its just faster than a tortoise  ,Negative,39
AirtelUg you have also adopted the habit of stealing data we are aware of itdont think its going unnoticed  ,Negative,11
Dear mtnug Im aware of the mocash loan I owe you and I promise to pay when my economy stabilizes For that case stop sending me scaring messages that youll blacklist me from taking the loan again  joy   ,Negative,92
mtnug AishaSports The app wasnt working either But got sorted through   ,Negative,82
AirtelUg First focus on your non G network and fix it  ,Negative,36
mtnug Am tired of providing this information and getting your textbook solutions which never work Just fix your internet issues As we talk am using AirtelUg  internet to respond here Your internet stopped working  ,Negative,54
Dear AirtelUg I dont understand why sometimes I call other airtel numbers while am subscribed to my pakalast and once I get the response of the subscriber your calling doesnt answer please try again later ma minutes are still deducted  ,Negative,86
africellUG  Network too slow Tooo sloooowwww  ,Negative,83
AirtelUg Nabikoowa when I get disturbed I switch network africellUG is the real G is this thing  ,Positive,63
Hallo fellow UgandansI have failed to register my mtnug lines cause their scanners couldnt read my thumb print Whats more shocking is others managed to pick my it UCCOfficial  ,Negative,75
This AirtelUg data is something else I think when the rains come they wash it down from G to just G  pout   ,Negative,27
But you mtnug sons of  Why dont yiu fix your internet Is it asking too much  ,Negative,98
AirtelUg Okay thank you  ,Positive,41
mtnug Hi guys Is your mobile payments system down Been battling to pay for DStvUganda with no success  ,Negative,96
After years of hardwork failures disappointments and endless sacrifices sleepy I can finally afford a fast G internet connection of mtnug to enable me download the pic below and share it here with you fam joy   ,Positive,34
AirtelUg pliz help me number  has just been stolen Can it be blocked so that my airtel money cant be accessed Names Semakula Abdul Salam  ,Negative,68
AirtelUg Wats the problemwith airtel on my phne it doesnt show network bars  ,Negative,90
UmemeLtd mtnug why cant I pay Yaka with Mobile Money  ,Negative,95
mtnug You guys the way u are disturbing us even if u switch us off we wont we shall buy other lines amp quit the old ones amp on new net works  ,Negative,7
africellUG After chasing for an ID for  years Which Nira cocked up  AGAIN pout  THANKS NIRA ur agent at Capital Shoppers is telling me to try going to Kampala Road that the device that they have rejects some IDs I AM LIVID  ,Negative,69
The fact that mtnug network is stronger than many relationships  You cant stop searching joy   ,Positive,63
AirtelUg Sort the network guys simple and clear  ,Negative,24
mtnug Hello Guys my SMS not working have tried sending messages to it nothing happens please help  Its preventing me from using any services that require sms authentication  ,Negative,55
mtnug I have just subscribed for a bundle but I cant see the MBs Any help now  ,Negative,81
AirtelUg I tried All I got in return was terrible customer care  ,Negative,54
mtnug I have witnessed  ladies collapsing due to this standing at your shoprite service center Cant you do something about these people standing  ,Negative,14
Dear AirtelUg  Greetings from me hope this finds you the way you are  Well with deep concern what honestly became of GB data bundle that lasts daysit seems to be lasting day For the last days yet Ive not changed my data consumption in the last months  Kind regards  Me  ,Negative,98
Dear mtnug  one of your agents is charging me in cash for withdrawal yet Ive already been charged  ,Negative,15
mtnug this momo nyabo phone call from  is a little too much its too loud in ones ears too Hope you do something about it  ,Negative,97
I inquire from MTN on whether this wont affect our ability to enjoy their Gaga internet bundles this week as was the case last week when the system was suddenly unavailable mtnug chooses to DM me and they say it shouldnt be a problem  Guess what Same shit this Wednesday smirk   ,Negative,12
africellUG Your slowly becoming expensive for me  ,Negative,15
stanbicug what is da use of the tollfree helpline if when we call you behave like mtnug  u dont answer  I just wanted to inquire of u dont mind why all  are not withdrawing yet u know that  we have to take our kids to school  ,Negative,100
AirtelUg whats wrong with your network in masaka  persevere   ,Negative,63
After about  and a half months of trying my TIDAL is finally working again Thank you mtnug even when it took you forever to help me out  was super technical today  ,Positive,53
AirtelUg Your mobile money app has been down for a couple of days  ,Negative,26
mtnug today i have verified my identity My SIM Card is still BLOCKED Do you want me to also verify my internal organs  ,Negative,25
mtnug is there something wrong with your mobile payments services I have tried several times all in vain Please advise  ,Negative,36
Hi mtnug your internet seems to be horrible today I cant use any services through my browsers Please rectify it if its an error from your system  ,Negative,41
mtnug tweet help Made an mm transaction but got no transaction ID Your quick response will be highly appreciated  ,Negative,76
ssempeke africellUG You complain about these minutes every Friday joy   ,Negative,85
Dear AFRICELLUG Bout ur New  I saw that shs goes for MBS but wen i put data it still shows MBS gt k Whats that  ,Negative,7
Hi AirtelUg the way at which your data bundles run out is alarming  Concerned subscriber  ,Negative,20
mtnug Okaythanks for your feedback  Will be waiting  ,Positive,98
u took my credit u havent gave ma mbs wat have I done to u guys Mtnug MTNUgCare  ,Negative,50
AirtelUg but seriously how can Mbz get used up in a space of minutes when all youre doing is visit LinkedIn  thinking  I feel so cheated AirtelUg be fair and honest to customers pout   ,Negative,46
Give me one reason why I shd not delete the mtnug App  ,Negative,15
africellUG hello guys I buy a card from wandegeya load airtime up to now still not registered why  ,Negative,10
mtnug cant transact on Mobile Money Any update on system restore  ,Negative,39
AirtelUg Speed has reduced  ,Negative,96
Thank you mtnug  ,Positive,23
mtnug Loaded a gaga yesterday evening but bandwidth too low Practically not using my bundle like pages not loading Cant browse Whats this  ,Negative,30
Have tried to  verify my line now twice AirtelUg what should I do because I have gone to two different agents and they all make me pay  but its still not verified  This is the last time am doing this or else I will come for my and give back your line  Am tired  ,Negative,93
mtnug and AirtelUg what happened to the mobile money platform you shared  ,Negative,63
AyoBrayo AirtelUg Pure thugs  ,Negative,24
AirtelUg just to let you know there is someone selling SIM cards to Mzungus for  each I tried to pay the fair amount and she refuse Very disappointed with it  ,Negative,66
africellUG so this wednesday data is supposed to be cheap but not fast you guys are now cheating us whats the point of africell if it isnt fast we shall return the free simcards  ,Negative,86
AirtelUg stop sending me this message of simanya verify ya sim card before st may Oba mugisalako mugisaleko I will use mtnug  ,Negative,21
Spoiler alert AirtelUg cuts data prices and reduces bandwidth Welldone guys  ,Negative,26
AirtelUg Could you kindly be consistent  ,Negative,3
africellUG The Network Is Displaying emergency  ,Negative,3
Dear mtnug  the week you promised to refund my money from the failed my pakalast activation has passed For how longer should I wait for my shs Thanks  ,Negative,81
mtnug AngelMugabe And should we delete yr app Its useless now  ,Negative,52
AirtelUg hihi today the graphics are fake hihi  ,Negative,9
AirtelUg is there a problem with you guys  Im experiencing some inconveniences  ,Negative,75
FrostProUg africellUG You are not alone I vomplained under their post for that bundle but havent got any feedback  ,Negative,39
AirtelUg I have an issue with the new pakalast bundles Im wondering is it some sort of a timely promotionor  Those bundles r annoyingly weird  ,Negative,38
AirtelUg whats happening youve swallowed my data while have been using wireless since your network wasnt even working   ,Negative,5
mtnug network here in Nebbi west Nile has been so poor for the past  week  You can barely do nothing even wats app chats are a struggle  Kind regards  ,Negative,88
digitaldidan AirtelUg  is just fake news  ,Negative,44
MultiChoice Uganda in partnership with mtnug have introduced internet data bundles that will provide DStvUganda customers with a more affordable data plan to stream live TV    ,Positive,62
Dear AirtelUg You have the slowest customer care but also full of stupid rules After spending an hour waiting in queue at Forest Mall Service Centre am told I cant verify my line because I dont remember the last airtime amount I loaded What kind of nonsense is this  persevere   ,Negative,44
How does some live without an airtel line  Dont you feel suffocated  unamused  AirtelUg Employ me already  joy   ,Positive,84
I just got some thing really amazing from AirtelUg Thank you Airtel  ,Positive,28
OdekeSteven africellUG Thank you  ,Positive,16
AirtelUg Tumwesigye I upgraded my airtel number to G network in the morning but upto this time it havent changed what would be the problem  ,Negative,5
mtnug just purchased two  tickets using momo pay but havent received any code confirmation message whatever it is  ,Negative,21
EvelynNakayi Yiii  Uganda is a curse the govt is treating us in its own way  see the media taxes and other issues now also AirtelUg also comes in to disorganise the network  ,Negative,9
mtnug my number cant make calls but can receive Wat could be the problem  ,Negative,55
But AirtelUg nothing hurts like not being able to run personal business on your line since some unserious human being is treating me like a trash client Also hopefully I never have to cross ways with your company someday  ,Negative,37
AirtelUg  indeed train these young girls and motivate them see how gloomy her face is I come to your branches quit often coz of your slow internet but if i had gun u never know wat wd know the aftermath Your pipo are just dumb Work on your shiity network too  ,Negative,86
mtnug MTN my obvious choice  MTN my Life  Thanks for putting smile  blush  on our faces  alien   ,Positive,60
AirtelUg Its now one week since i bought data off airtel money amp i never received itWhat the hell is going Is this the way you ROB customers now days  ,Negative,98
Is it like its not possible anymore to send MTN mobile money to Airtel anymore mtnug AirtelUg  ,Negative,71
I am sorry to hear this but the good news is that the africellUG  are back and guess what they are OTT free  ,Positive,26
 Celebrating life with a couple of friends cafejavasug while using mtnug Gagaa bundle smile   ,Positive,91
mtnug whats going on with your internet Its extremely slow today  ,Negative,75
AirtelUg Internet is shit  ,Negative,92
AirtelUg Internet is so pathetic  ,Negative,8
mtnug Notifying your customers in advance about the system breakdowns wouldnt really hurt  ,Negative,17
AirtelUg You guys I bought weekly  data yesterday I havent done much yet  How have I used  of it   ,Negative,61
mtnug In an attempt to forward some little money to another network I consulted your website for tarrifs and I glad to notice that the fee seemed reasonable despite using the new rates which are not in effect yet   ,Positive,23
Airtel G Internet is all over the country amp fastest in Africa according to adverts but cant even show pictures in the capital city Kampala But in reality no way AirtelUg  ,Negative,50
mtnug where is written that you dont give receipts for  airtime so annoyed at your employee at kamokya service centre that looked me like trash asking for receipt for k airtime and even refused to send meI mean i  needed the receipt for accountabilitypoor customercare  ,Negative,3
mtnug mtnugcare  Does your International customer support line  work  No one has picked my calls for the last two working days  I am still an existing customer who needs support Can I get the help from here if thats better  ,Negative,2
Ive so had enough of mtnug Yeeerrrr your internet is slow maarn  ,Negative,87
Hi AirtelUg Your internet drags while downloading or basically  surving stuff but somehow you are quick to send messages about how much data I have used Improve the damn network so that I enjoy using my data You thugs are so frustrating  ,Negative,94
mtnug how slow does your Mifi get Its less than one month old btw I have a lot of bundles but I can hardly do anything right now What is the problem  ,Negative,3
AirtelUg My monthly plan expires at the end of February but I dont want to run into a scenario where I load  but AirtelUg ends up chopping my monthly instead of the  data  ,Negative,95
mtnug Mutulisa bubi sente Zaffe Youve blocked me without notice  pout   ,Negative,51
mtnug  whats happening  ur network  ,Negative,54
AirtelUg I too have a very poor network of Airtel and yet im in Kampala  ,Negative,91
I have never seen bigger hypocrites than AirtelUg sijuyiii G  triumph  fu   ,Negative,81
muyangalutaaya AirtelUg Poor network quality is the order of the day for airtel They keep asking you for details but nothing will change Guma bugumi  ,Negative,53
AirtelUg Our new network so fast  ,Positive,60
Good evening AirtelUg  Im having trouble using mobile data on my please help  ,Negative,77
Airtel money is becoming a problem to us and t cnt b trusted smone sent money accidentally ad hasnt called but instead AirtelUg has locked my account ad my business is in losses UCCOfficial  ,Negative,34
AirtelUg am tired of the threat messagesnio nio  smh  expressionless Block it if you want so bad smilingimp   ,Negative,56
tingitilu AirtelUg  joy MBs cant even receive an email  ,Negative,80
allenicia AirtelUg invested in making the G but they did nothing to make sure we actually use that G  ,Negative,40
AirtelUg  I recently bought dataMB for K but I choose the option of one time only not auto renew so u r autorenewingand eating my money without my approval how can I cancel it and whats yo toll free number anyway  Opio samuel  ,Negative,22
AirtelUg you dont have G network stop deceiving us the whole of Mpererwe is like a crime having data persevere  arrange your signals sleepy   ,Negative,21
LuckyAagaba mtnug I bought more coz I wanted to watch something on YouTube Money was chopped but system did not add MBs  ,Negative,27
So today this th of May as am working my data is depleted and to my surprise my Mifi data count has GB  I switches it off and back on thinking it was a small issue clearly there was no data Before I called AirtelUg I had to check to be sure And I was sure  ,Negative,74
Idk whats happening with the mtnug network but lately making a call is too much work Network is so shitty You spend half the call duration asking the other party if they can hear you or not Such a shame  ,Negative,78
AirtelUg Ur internet is so slow I cant be a G phone and sim customer with GB of internet and cant watch even a simple video on YouTube without it stopping Very disappointing  persevere   ,Negative,58
mtnug your internet speed today  raisedhands Just downloading a s voice note and it takes forever  smirk   ,Negative,92
AirtelUg its unfair how my mbs keep on going yet my messages arent being sent sleepy   ,Negative,17
Jezz AirtelUg Pliz the messages you send us  some times they irritate  ,Negative,61
I have had the same drop calls on my MTN number for the last one month no substantive response in return  contemplating physical contact mtnug AirtelUg  ,Negative,3
AirtelUg whats up with your customer service Im asking for information amp instead of answers your person is giving me links to visit  ,Negative,96
AirtelUg We are experiencing DNS inconsistency on the ug domains especially for our clients who are using Airtel Internet to clarify on the issue some clients have failed to access their websites or they are being pointed to an old DNS records  InfinityIC  ,Negative,83
My evening has been spoiled by mtnug How can the GOtvUganda payment system be off Please fix it ASAP  ,Negative,76
AirtelUg u guys do u really give gb for three days of just mbsthe thing runs fast  ,Negative,84
AirtelUg I hate u airtel  last time i gave the right answer within the fast five people you gave some other people  customers agents  ,Negative,83
africellUG your network has been on emergency since last night I cant make any call  ,Negative,82
AirtelUg kindly revise your internet packages I always buy  GB for  days at k and these days it doesnt even last one day And i dnt really do anything outside what i was doing before Feel ko for your clients  ,Negative,4
mtnug u need to do something The network is so bad in panyigoro Pakwach district People within the district now tie those soda bottles mbu to pull network    ,Negative,59
AirtelUg I dont believe this advert Kitende has poor airtel internet Is it part of your Uganda definition AirtelUg  ,Negative,82
AirtelUg Today have tried to subscribe but I get a notification that my number can not be categorized  ,Negative,71
AirtelUg Airtel Money lines blocked in Iganga The mistake is yrs but want us to incur costs  ,Negative,26
AirtelUg whats wrong with ur G internet I bought the GB bundle and so far I have managed to use just GB because if your poor internet am in Kampala but its terrible this isnt worth my money  ,Negative,66
AirtelUg jyrasnandala They think they have made it in life and they are doing everyone a big favor being behind that service desk One guy once asked me if i have a problem understanding English  just coz i told him i was not satisfied with the explanation he gave me in response to my query  ,Negative,79
africellUG Beautiful honest hopeful  ,Positive,21
Hello donatngz  your callertune is annoying to make things worse you take long to pick Is there a way one can request mtnug for cancellation on someones behalf   ,Negative,73
AirtelUg Its so weak in Arua town  It never used to be this poor  ,Negative,79
africellUG I have been using Africell monthly SWIFT bundle since April this year it has made life easier for me Thanks to Africell  ,Positive,3
africellUG My g data was working just about  minutes ago now  its showing no service  ,Negative,3
AirtelUg your service of sending mobile money to mtnug number is too slow  ,Negative,74
AirtelUg As Airtel money jams  I tried to initiate a withdrawal but it took forever to get the secret code I ended up going to my bank ATM for little cash to go home Annoying  ,Negative,38
For whichever hustle you are into GB of mtnug Data and K SafeBoda credit can be such a boast is ladies take some time and talk about your gig hustle and work lets more reason to celebrate  Its  more  pointdown     ,Positive,68
AirtelUg still no improvement with the signal in AyamiAromo subcounty Lira districtplease do something  ,Negative,44
Thank you Africell  punch   ,Positive,20
brunoakampa AirtelUg experiencing first G here in Fortportal its great  ,Positive,75
